lot_id,source_lot_id,notice_id,procedure_id,lot_title,lot_description,lot_status,estimated_value,currency_code,category_id,source_id,source_file_id,source_record_id,collected_at
lot_00034,LOT-0003,not_0013,pro_0013,Część 3,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0003,2026-08-19
lot_00035,LOT-0004,not_0013,pro_0013,Część 4,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0004,2026-08-19
lot_00036,LOT-0010,not_0013,pro_0013,Część 10,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0010,2026-08-19
lot_00037,LOT-0012,not_0013,pro_0013,Część 12,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0012,2026-08-19
lot_00038,LOT-0014,not_0013,pro_0013,Część 14,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0014,2026-08-19
lot_00039,LOT-0016,not_0013,pro_0013,Część 16,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0016,2026-08-19
lot_00040,LOT-0018,not_0013,pro_0013,Część 18,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0018,2026-08-19
lot_00041,LOT-0020,not_0013,pro_0013,Część 20,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0020,2026-08-19
lot_00042,LOT-0021,not_0013,pro_0013,Część 21,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0021,2026-08-19
lot_00043,LOT-0022,not_0013,pro_0013,Część 22,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0022,2026-08-19
lot_00044,LOT-0024,not_0013,pro_0013,Część 24,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0024,2026-08-19
lot_00045,LOT-0027,not_0013,pro_0013,Część 27,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0027,2026-08-19
lot_00046,LOT-0030,not_0013,pro_0013,Część 30,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0030,2026-08-19
lot_00047,LOT-0032,not_0013,pro_0013,Część 32,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0032,2026-08-19
lot_00048,LOT-0043,not_0013,pro_0013,Część 43,"1. Przedmiotem zamówienia jest dostawa obłożeń operacyjnych, ubrań chirurgicznych, wyrobów medycznych do elektrochirurgii i innych wyrobów używanych przy zabiegach operacyjnych. 2. Szczegółowy opis przedmiotu zamówienia określający wymagania Zamawiającego, ilości, zawarty jest w zał. nr 1 do SWZ – Formularzu asortymentowo-cenowym oraz w zał. nr 5a, 5b do SWZ – Projekt umowy. Wykonawca wypełniając pozycje w kolumnie „ „Podać TAK/NIE” oraz „Opisać” potwierdza spełnianie wymagań określonych przez Zamawiającego. 3. Przedmiot zamówienia musi być zgodny z ustawą z dnia 7 kwietnia 2022 r. o wyrobach medycznych (Dz.U. 2022 poz. 974 z późn. zm.) - jeśli dotyczy. 4. We wszystkich zapisach SWZ oraz jej załącznikach, w których Zamawiający odwołuje się do norm, aprobat, specyfikacji technicznych lub systemów odniesienia bądź wskazane są znaki towarowe, parametry lub źródła pochodzenia (nazwy producentów lub urządzeń), zgodnie z art. 99 ust. 5 oraz art. 101 ust. 4 ustawy Pzp Zamawiający dopuszcza rozwiązania równoważne.",selec-w,,,cat_0016,src_ted_opendata,file_ted_0013,lot:LOT-0043,2026-08-19
